//Song info
INFO:Title|Untitled
INFO:BPM|125
INFO:LPB|8
//Track ID table
TRACK:0|stablead
TRACK:1|choirs
TRACK:2|lead1
TRACK:3|lead2
TRACK:4|bass
TRACK:5|bassgroup
TRACK:6|kicks
TRACK:7|primary drums
TRACK:8|Track 09
TRACK:9|Track 10
TRACK:10|hihats
TRACK:11|percussion
TRACK:12|hard snares
TRACK:13|rave stab
TRACK:14|vox
TRACK:15|Mst
TRACK:16|dekay
TRACK:17|spread
TRACK:18|edge
//Instrument ID table
INSTR:0|VST: SQ8L (AMBASS)
INSTR:1|VST: SQ8L (SATURN)
INSTR:2|04 Milk Bottle Plant, Bottle Cleanin
INSTR:3|Unnamed
INSTR:4|11-08 Rivers And Streams, Lock Gates
INSTR:5|Unnamed
INSTR:6|[S] VST: Voyager (---)
INSTR:7|kick_011
INSTR:8|kick_008
INSTR:9|TranceBD015
INSTR:10|VST: Absynth 5 Stereo (Horror Synth)
INSTR:11|VST: Absynth 5 Stereo (Windswept)
INSTR:12|VST: Philharmonik (Default)
INSTR:13|clap_005
INSTR:14|Rage_SD06-raw
INSTR:15|Rage_HH03c
INSTR:16|Rage_HH06o-tap
INSTR:17|Zenhiser DL-OHSSH01 006
INSTR:18|Unnamed
INSTR:19|TranceBD006
INSTR:20|TranceBD057
INSTR:21|Unnamed
INSTR:22|Unnamed
INSTR:23|when you had sight
INSTR:24|New Sample 01
INSTR:25|yuggoth1
INSTR:26|New Sample 04
INSTR:27|New Sample 03
INSTR:28|Unnamed
INSTR:29|Unnamed
INSTR:30|Unnamed
INSTR:31|D'n'B Crash 06
INSTR:32|Unnamed
INSTR:33|Unnamed
INSTR:34|Unnamed
//Playback data: track number|instrument number|seconds|MIDI note value (google it)|volume value,...
NOTE:4|0|241.32|55|255
NOTE:6|9|241.32|48|255
NOTE:6|9|241.44|48|255
NOTE:8|7|241.44|48|255
NOTE:8|13|241.44|41|255
NOTE:9|19|241.44|50|255
NOTE:0|1|241.56|63|255
NOTE:4|0|241.56|55|255
NOTE:6|9|241.56|48|255
NOTE:8|8|241.56|46|255
NOTE:9|19|241.56|50|255
NOTE:3|11|241.68|82|255
NOTE:6|9|241.68|48|255
NOTE:4|0|241.8|55|255
NOTE:6|9|241.8|48|255
NOTE:8|7|241.8|48|255
NOTE:8|13|241.8|41|255
NOTE:9|19|241.8|50|255
NOTE:6|9|241.92|48|255
NOTE:8|8|241.92|46|255
NOTE:0|1|242.04|62|255
NOTE:4|0|242.04|55|255
NOTE:6|9|242.04|48|255
NOTE:8|7|242.04|48|255
NOTE:8|13|242.04|41|255
NOTE:9|19|242.04|50|255
NOTE:6|9|242.16|48|255
NOTE:8|8|242.16|46|255
NOTE:9|19|242.16|50|255
NOTE:4|0|242.28|55|255
NOTE:6|9|242.28|48|255
NOTE:8|7|242.28|48|255
NOTE:8|13|242.28|41|255
NOTE:6|9|242.4|48|255
NOTE:8|8|242.4|46|255
NOTE:9|19|242.4|50|255
NOTE:4|0|242.52|55|255
NOTE:6|9|242.52|48|255
NOTE:8|7|242.52|48|255
NOTE:8|13|242.52|41|255
NOTE:9|19|242.52|50|255
NOTE:6|9|242.64|48|255
NOTE:8|7|242.64|48|255
NOTE:8|13|242.64|41|255
NOTE:4|0|242.76|55|255
NOTE:6|9|242.76|48|255
NOTE:8|8|242.76|46|255
NOTE:9|19|242.76|50|255
NOTE:6|9|242.82|48|255
NOTE:6|9|242.88|48|255
NOTE:9|19|242.88|50|255
NOTE:6|9|242.94|48|255
NOTE:1|12|243|62|255
NOTE:1|12|243|65|255
NOTE:4|0|243|55|255
NOTE:6|9|243|48|255
NOTE:8|7|243|48|255
NOTE:8|13|243|41|255
NOTE:9|19|243|50|255
NOTE:6|9|243.12|48|255
NOTE:8|8|243.12|46|255
NOTE:9|19|243.12|50|255
NOTE:4|0|243.24|55|255
NOTE:6|9|243.24|48|255
NOTE:6|9|243.36|48|255
NOTE:8|7|243.36|48|255
NOTE:8|13|243.36|41|255
NOTE:9|19|243.36|50|255
NOTE:0|1|243.48|63|255
NOTE:4|0|243.48|55|255
NOTE:6|9|243.48|48|255
NOTE:8|8|243.48|46|255
NOTE:9|19|243.48|50|255
NOTE:6|9|243.6|48|255
NOTE:4|0|243.72|55|255
NOTE:6|9|243.72|48|255
NOTE:8|7|243.72|48|255
NOTE:8|13|243.72|41|255
NOTE:9|19|243.72|50|255
NOTE:6|9|243.84|48|255
NOTE:8|8|243.84|46|255
NOTE:6|9|243.9|48|255
NOTE:0|1|243.96|62|255
NOTE:4|0|243.96|55|255
NOTE:6|9|243.96|48|255
NOTE:8|7|243.96|48|255
NOTE:8|13|243.96|41|255
NOTE:9|19|243.96|50|255
NOTE:6|9|244.08|48|255
NOTE:8|8|244.08|46|255
NOTE:9|19|244.08|50|255
NOTE:4|0|244.2|55|255
NOTE:6|9|244.2|48|255
NOTE:8|7|244.2|48|255
NOTE:8|13|244.2|41|255
NOTE:6|9|244.32|48|255
NOTE:8|8|244.32|46|255
NOTE:9|19|244.32|50|255
NOTE:4|0|244.44|55|255
NOTE:6|9|244.44|48|255
NOTE:8|7|244.44|48|255
NOTE:8|13|244.44|41|255
NOTE:9|19|244.44|50|255
NOTE:6|9|244.56|48|255
NOTE:8|7|244.56|48|255
NOTE:8|13|244.56|41|255
NOTE:4|0|244.68|55|255
NOTE:6|9|244.68|48|255
NOTE:8|8|244.68|46|255
NOTE:9|19|244.68|50|255
NOTE:6|9|244.8|48|255
NOTE:9|19|244.8|50|255
NOTE:6|9|244.86|48|255
NOTE:1|12|244.92|63|255
NOTE:1|12|244.92|67|255
NOTE:1|2|244.92|60|255
NOTE:4|0|244.92|58|255
NOTE:6|9|244.92|48|255
NOTE:8|7|244.92|48|255
NOTE:8|13|244.92|41|255
NOTE:9|19|244.92|50|255
NOTE:6|9|245.04|48|255
NOTE:8|8|245.04|46|255
NOTE:9|19|245.04|50|255
NOTE:4|0|245.16|58|255
NOTE:6|9|245.16|48|255
NOTE:6|9|245.28|48|255
NOTE:8|7|245.28|48|255
NOTE:8|13|245.28|41|255
NOTE:9|19|245.28|50|255
NOTE:0|1|245.4|65|255
NOTE:4|0|245.4|58|255
NOTE:6|9|245.4|48|255
NOTE:8|8|245.4|46|255
NOTE:9|19|245.4|50|255
NOTE:3|11|245.52|79|255
NOTE:6|9|245.52|48|255
NOTE:4|0|245.64|58|255
NOTE:6|9|245.64|48|255
NOTE:8|7|245.64|48|255
NOTE:8|13|245.64|41|255
NOTE:9|19|245.64|50|255
NOTE:6|9|245.76|48|255
NOTE:8|8|245.76|46|255
NOTE:0|1|245.88|62|255
NOTE:4|0|245.88|58|255
NOTE:6|9|245.88|48|255
NOTE:8|7|245.88|48|255
NOTE:8|13|245.88|41|255
NOTE:9|19|245.88|50|255
NOTE:6|9|246|48|255
NOTE:8|8|246|46|255
NOTE:9|19|246|50|255
NOTE:4|0|246.12|58|255
NOTE:6|9|246.12|48|255
NOTE:8|7|246.12|48|255
NOTE:8|13|246.12|41|255
NOTE:6|9|246.24|48|255
NOTE:8|8|246.24|46|255
NOTE:9|19|246.24|50|255
NOTE:4|0|246.36|58|255
NOTE:6|9|246.36|48|255
NOTE:8|7|246.36|48|255
NOTE:8|13|246.36|41|255
NOTE:9|19|246.36|50|255
NOTE:6|9|246.48|48|255
NOTE:8|7|246.48|48|255
NOTE:8|13|246.48|41|255
NOTE:4|0|246.6|58|255
NOTE:6|9|246.6|48|255
NOTE:8|8|246.6|46|255
NOTE:9|19|246.6|50|255
NOTE:6|9|246.66|48|255
NOTE:6|9|246.72|48|255
NOTE:9|19|246.72|50|255
NOTE:6|9|246.78|48|255
NOTE:1|12|246.84|63|255
NOTE:1|12|246.84|62|255
NOTE:4|0|246.84|60|255
NOTE:6|9|246.84|48|255
NOTE:8|7|246.84|48|255
NOTE:8|13|246.84|41|255
NOTE:9|19|246.84|50|255
NOTE:6|9|246.96|48|255
NOTE:8|8|246.96|46|255
NOTE:9|19|246.96|50|255
NOTE:4|0|247.08|60|255
NOTE:6|9|247.08|48|255
NOTE:6|9|247.2|48|255
NOTE:8|7|247.2|48|255
NOTE:8|13|247.2|41|255
NOTE:9|19|247.2|50|255
NOTE:0|1|247.32|63|255
NOTE:4|0|247.32|60|255
NOTE:6|9|247.32|48|255
NOTE:8|8|247.32|46|255
NOTE:9|19|247.32|50|255
NOTE:3|11|247.44|74|255
NOTE:6|9|247.44|48|255
NOTE:4|0|247.56|60|255
NOTE:6|9|247.56|48|255
NOTE:8|7|247.56|48|255
NOTE:8|13|247.56|41|255
NOTE:9|19|247.56|50|255
NOTE:6|9|247.68|48|255
NOTE:8|8|247.68|46|255
NOTE:6|9|247.74|48|255
NOTE:0|1|247.8|60|255
NOTE:4|0|247.8|60|255
NOTE:6|9|247.8|48|255
NOTE:8|7|247.8|48|255
NOTE:8|13|247.8|41|255
NOTE:9|19|247.8|50|255
NOTE:6|9|247.92|48|255
NOTE:8|8|247.92|46|255
NOTE:9|19|247.92|50|255
NOTE:4|0|248.04|60|255
NOTE:6|9|248.04|48|255
NOTE:8|7|248.04|48|255
NOTE:8|13|248.04|41|255
NOTE:6|9|248.16|48|255
NOTE:8|8|248.16|46|255
NOTE:9|19|248.16|50|255
NOTE:4|0|248.28|60|255
NOTE:6|9|248.28|48|255
NOTE:8|7|248.28|48|255
NOTE:8|13|248.28|41|255
NOTE:9|19|248.28|50|255
NOTE:6|9|248.4|48|255
NOTE:8|7|248.4|48|255
NOTE:8|13|248.4|41|255
NOTE:4|0|248.52|60|255
NOTE:6|9|248.52|48|255
NOTE:8|8|248.52|46|255
NOTE:9|19|248.52|50|255
NOTE:6|9|248.64|48|255
NOTE:9|19|248.64|50|255
NOTE:6|9|248.7|48|255
NOTE:0|1|248.76|62|255
NOTE:1|12|248.76|62|255
NOTE:1|12|248.76|63|255
NOTE:1|2|248.76|60|255
NOTE:2|10|248.76|62|255
NOTE:6|9|248.76|48|255
NOTE:8|7|248.76|48|255
NOTE:8|13|248.76|41|255
NOTE:9|19|248.76|50|255
NOTE:6|9|248.88|48|255
NOTE:8|8|248.88|46|255
NOTE:9|19|248.88|50|255
NOTE:6|9|249|48|255
NOTE:6|9|249.12|48|255
NOTE:8|7|249.12|48|255
NOTE:8|13|249.12|41|255
NOTE:9|19|249.12|50|255
NOTE:0|1|249.24|63|255
NOTE:4|0|249.24|55|255
NOTE:6|9|249.24|48|255
NOTE:8|8|249.24|46|255
NOTE:9|19|249.24|50|255
NOTE:6|9|249.36|48|255
NOTE:4|0|249.48|55|255
NOTE:6|9|249.48|48|255
NOTE:8|7|249.48|48|255
NOTE:8|13|249.48|41|255
NOTE:9|19|249.48|50|255
NOTE:6|9|249.6|48|255
NOTE:8|8|249.6|46|255
NOTE:9|19|249.6|50|255
NOTE:0|1|249.72|62|255
NOTE:4|0|249.72|55|255
NOTE:6|9|249.72|48|255
NOTE:6|9|249.84|48|255
NOTE:8|7|249.84|48|255
NOTE:8|13|249.84|41|255
NOTE:9|19|249.84|50|255
NOTE:4|0|249.96|55|255
NOTE:6|9|249.96|48|255
NOTE:8|8|249.96|46|255
NOTE:9|19|249.96|50|255
NOTE:6|9|250.08|48|255
NOTE:4|0|250.2|55|255
NOTE:6|9|250.2|48|255
NOTE:8|7|250.2|48|255
NOTE:8|13|250.2|41|255
NOTE:9|19|250.2|50|255
NOTE:6|9|250.32|48|255
NOTE:8|8|250.32|46|255
NOTE:9|19|250.32|50|255
NOTE:4|0|250.44|55|255
NOTE:6|9|250.44|48|255
NOTE:6|9|250.56|48|255
NOTE:8|7|250.56|48|255
NOTE:8|13|250.56|41|255
NOTE:9|19|250.56|50|255
NOTE:0|1|250.68|67|255
NOTE:1|12|250.68|62|255
NOTE:1|12|250.68|65|255
NOTE:4|0|250.68|55|255
NOTE:6|9|250.68|48|255
NOTE:8|7|250.68|48|255
NOTE:8|13|250.68|41|255
NOTE:9|19|250.68|50|255
NOTE:6|9|250.8|48|255
NOTE:8|8|250.8|46|255
NOTE:9|19|250.8|50|255
NOTE:4|0|250.92|55|255
NOTE:6|9|250.92|48|255
NOTE:6|9|251.04|48|255
NOTE:8|7|251.04|48|255
NOTE:8|13|251.04|41|255
NOTE:9|19|251.04|50|255
NOTE:0|1|251.16|63|255
NOTE:4|0|251.16|55|255
NOTE:6|9|251.16|48|255
NOTE:8|8|251.16|46|255
NOTE:9|19|251.16|50|255
NOTE:6|9|251.28|48|255
NOTE:4|0|251.4|55|255
NOTE:6|9|251.4|48|255
NOTE:8|7|251.4|48|255
NOTE:8|13|251.4|41|255
NOTE:9|19|251.4|50|255
NOTE:6|9|251.52|48|255
NOTE:8|8|251.52|46|255
NOTE:6|9|251.58|48|255
NOTE:0|1|251.64|62|255
NOTE:4|0|251.64|55|255
NOTE:6|9|251.64|48|255
NOTE:8|7|251.64|48|255
NOTE:8|13|251.64|41|255
NOTE:9|19|251.64|50|255
NOTE:6|9|251.76|48|255
NOTE:8|8|251.76|46|255
NOTE:9|19|251.76|50|255
NOTE:4|0|251.88|55|255
NOTE:6|9|251.88|48|255
NOTE:8|7|251.88|48|255
NOTE:8|13|251.88|41|255
NOTE:6|9|252|48|255
NOTE:8|8|252|46|255
NOTE:9|19|252|50|255
NOTE:4|0|252.12|55|255
NOTE:6|9|252.12|48|255
NOTE:8|7|252.12|48|255
NOTE:8|13|252.12|41|255
NOTE:9|19|252.12|50|255
NOTE:6|9|252.24|48|255
NOTE:8|7|252.24|48|255
NOTE:8|13|252.24|41|255
NOTE:4|0|252.36|55|255
NOTE:6|9|252.36|48|255
NOTE:8|8|252.36|46|255
NOTE:9|19|252.36|50|255
NOTE:6|9|252.48|48|255
NOTE:9|19|252.48|50|255
NOTE:6|9|252.54|48|255
NOTE:0|1|252.6|62|255
NOTE:1|12|252.6|63|255
NOTE:1|12|252.6|67|255
NOTE:1|2|252.6|60|255
NOTE:2|10|252.6|65|255
NOTE:4|0|252.6|56|255
NOTE:6|9|252.6|48|255
NOTE:8|7|252.6|48|255
NOTE:8|13|252.6|41|255
NOTE:9|19|252.6|50|255
NOTE:6|9|252.72|48|255
NOTE:8|8|252.72|46|255
NOTE:9|19|252.72|50|255
NOTE:4|0|252.84|56|255
NOTE:6|9|252.84|48|255
NOTE:6|9|252.96|48|255
NOTE:8|7|252.96|48|255
NOTE:8|13|252.96|41|255
NOTE:9|19|252.96|50|255
NOTE:0|1|253.08|65|255
NOTE:4|0|253.08|56|255
NOTE:6|9|253.08|48|255
NOTE:8|8|253.08|46|255
NOTE:9|19|253.08|50|255
NOTE:6|9|253.2|48|255
NOTE:4|0|253.32|56|255
NOTE:6|9|253.32|48|255
NOTE:8|7|253.32|48|255
NOTE:8|13|253.32|41|255
NOTE:9|19|253.32|50|255
NOTE:6|9|253.44|48|255
NOTE:8|8|253.44|46|255
NOTE:9|19|253.44|50|255
NOTE:0|1|253.56|62|255
NOTE:4|0|253.56|56|255
NOTE:6|9|253.56|48|255
NOTE:6|9|253.68|48|255
NOTE:8|7|253.68|48|255
NOTE:8|13|253.68|41|255
NOTE:9|19|253.68|50|255
NOTE:4|0|253.8|56|255
NOTE:6|9|253.8|48|255
NOTE:8|8|253.8|46|255
NOTE:9|19|253.8|50|255
NOTE:6|9|253.92|48|255
NOTE:4|0|254.04|56|255
NOTE:6|9|254.04|48|255
NOTE:8|7|254.04|48|255
NOTE:8|13|254.04|41|255
NOTE:9|19|254.04|50|255
NOTE:6|9|254.16|48|255
NOTE:8|8|254.16|46|255
NOTE:9|19|254.16|50|255
NOTE:4|0|254.28|56|255
NOTE:6|9|254.28|48|255
NOTE:6|9|254.4|48|255
NOTE:8|7|254.4|48|255
NOTE:8|13|254.4|41|255
NOTE:9|19|254.4|50|255
NOTE:0|1|254.52|67|255
NOTE:1|12|254.52|63|255
NOTE:1|12|254.52|65|255
NOTE:2|10|254.52|63|255
NOTE:4|0|254.52|56|255
NOTE:6|9|254.52|48|255
NOTE:8|7|254.52|48|255
NOTE:8|13|254.52|41|255
NOTE:9|19|254.52|50|255
NOTE:6|9|254.64|48|255
NOTE:8|8|254.64|46|255
NOTE:9|19|254.64|50|255
NOTE:4|0|254.76|56|255
NOTE:6|9|254.76|48|255
NOTE:6|9|254.88|48|255
NOTE:8|7|254.88|48|255
NOTE:8|13|254.88|41|255
NOTE:9|19|254.88|50|255
NOTE:0|1|255|63|255
NOTE:4|0|255|56|255
NOTE:6|9|255|48|255
NOTE:8|8|255|46|255
NOTE:9|19|255|50|255
NOTE:6|9|255.12|48|255
NOTE:4|0|255.24|56|255
NOTE:6|9|255.24|48|255
NOTE:8|7|255.24|48|255
NOTE:8|13|255.24|41|255
NOTE:9|19|255.24|50|255
NOTE:6|9|255.36|48|255
NOTE:8|8|255.36|46|255
NOTE:6|9|255.42|48|255
NOTE:0|1|255.48|60|255
NOTE:4|0|255.48|56|255
NOTE:6|9|255.48|48|255
NOTE:8|7|255.48|48|255
NOTE:8|13|255.48|41|255
NOTE:9|19|255.48|50|255
NOTE:6|9|255.6|48|255
NOTE:8|8|255.6|46|255
NOTE:9|19|255.6|50|255
NOTE:4|0|255.72|56|255
NOTE:6|9|255.72|48|255
NOTE:8|7|255.72|48|255
NOTE:8|13|255.72|41|255
NOTE:6|9|255.84|48|255
NOTE:8|8|255.84|46|255
NOTE:9|19|255.84|50|255
NOTE:4|0|255.96|56|255
NOTE:6|9|255.96|48|255
NOTE:8|7|255.96|48|255
NOTE:8|13|255.96|41|255
NOTE:9|19|255.96|50|255
NOTE:6|9|256.08|48|255
NOTE:8|7|256.08|48|255
NOTE:8|13|256.08|41|255
NOTE:4|0|256.2|56|255
NOTE:6|9|256.2|48|255
NOTE:8|8|256.2|46|255
NOTE:9|19|256.2|50|255
NOTE:6|9|256.32|48|255
NOTE:9|19|256.32|50|255
NOTE:6|9|256.38|48|255
NOTE:0|1|256.44|62|255
NOTE:1|12|256.44|62|255
NOTE:1|12|256.44|63|255
NOTE:1|2|256.44|60|255
NOTE:2|10|256.44|62|255
NOTE:4|0|256.44|55|255
NOTE:6|9|256.44|48|255
NOTE:8|7|256.44|48|255
NOTE:8|13|256.44|41|255
NOTE:9|19|256.44|50|255
NOTE:6|9|256.56|48|255
NOTE:8|8|256.56|46|255
NOTE:9|19|256.56|50|255
NOTE:4|0|256.68|55|255
NOTE:6|9|256.68|48|255
NOTE:6|9|256.8|48|255
NOTE:8|7|256.8|48|255
NOTE:8|13|256.8|41|255
NOTE:9|19|256.8|50|255
NOTE:0|1|256.92|63|255
NOTE:4|0|256.92|55|255
NOTE:6|9|256.92|48|255
NOTE:8|8|256.92|46|255
NOTE:9|19|256.92|50|255
NOTE:6|9|256.98|48|255
NOTE:6|9|257.04|48|255
NOTE:4|0|257.16|55|255
NOTE:6|9|257.16|48|255
NOTE:8|7|257.16|48|255
NOTE:8|13|257.16|41|255
NOTE:9|19|257.16|50|255
NOTE:6|9|257.28|48|255
NOTE:8|8|257.28|46|255
NOTE:9|19|257.28|50|255
NOTE:0|1|257.4|62|255
NOTE:4|0|257.4|55|255
NOTE:6|9|257.4|48|255
NOTE:6|9|257.52|48|255
NOTE:8|7|257.52|48|255
NOTE:8|13|257.52|41|255
NOTE:9|19|257.52|50|255
NOTE:4|0|257.64|55|255
NOTE:6|9|257.64|48|255
NOTE:8|8|257.64|46|255
NOTE:9|19|257.64|50|255
NOTE:6|9|257.76|48|255
NOTE:4|0|257.88|55|255
NOTE:6|9|257.88|48|255
NOTE:8|7|257.88|48|255
NOTE:8|13|257.88|41|255
NOTE:9|19|257.88|50|255
NOTE:6|9|258|48|255
NOTE:8|8|258|46|255
NOTE:9|19|258|50|255
NOTE:6|9|258.06|48|255
NOTE:4|0|258.12|55|255
NOTE:6|9|258.12|48|255
NOTE:6|9|258.24|48|255
NOTE:8|7|258.24|48|255
NOTE:8|13|258.24|41|255
NOTE:9|19|258.24|50|255
NOTE:0|1|258.36|67|255
NOTE:1|12|258.36|62|255
NOTE:1|12|258.36|65|255
NOTE:4|0|258.36|55|255
NOTE:6|9|258.36|48|255
NOTE:8|7|258.36|48|255
NOTE:8|13|258.36|41|255
NOTE:9|19|258.36|50|255
NOTE:6|9|258.42|48|255
NOTE:6|9|258.48|48|255
NOTE:8|8|258.48|46|255
NOTE:9|19|258.48|50|255
NOTE:4|0|258.6|55|255
NOTE:6|9|258.6|48|255
NOTE:6|9|258.72|48|255
NOTE:8|7|258.72|48|255
NOTE:8|13|258.72|41|255
NOTE:9|19|258.72|50|255
NOTE:0|1|258.84|63|255
NOTE:4|0|258.84|55|255
NOTE:6|9|258.84|48|255
NOTE:8|8|258.84|46|255
NOTE:9|19|258.84|50|255
NOTE:6|9|258.96|48|255
NOTE:4|0|259.08|55|255
NOTE:6|9|259.08|48|255
NOTE:8|7|259.08|48|255
NOTE:8|13|259.08|41|255
NOTE:9|19|259.08|50|255
NOTE:6|9|259.2|48|255
NOTE:8|8|259.2|46|255
NOTE:6|9|259.26|48|255
NOTE:0|1|259.32|62|255
NOTE:4|0|259.32|55|255
NOTE:6|9|259.32|48|255
NOTE:8|7|259.32|48|255
NOTE:8|13|259.32|41|255
NOTE:9|19|259.32|50|255
NOTE:6|9|259.44|48|255
NOTE:8|8|259.44|46|255
NOTE:9|19|259.44|50|255
NOTE:4|0|259.56|55|255
NOTE:6|9|259.56|48|255
NOTE:8|7|259.56|48|255
NOTE:8|13|259.56|41|255
NOTE:6|9|259.68|48|255
NOTE:8|8|259.68|46|255
NOTE:9|19|259.68|50|255
NOTE:4|0|259.8|55|255
NOTE:6|9|259.8|48|255
NOTE:8|7|259.8|48|255
NOTE:8|13|259.8|41|255
NOTE:9|19|259.8|50|255
NOTE:6|9|259.92|48|255
NOTE:8|7|259.92|48|255
NOTE:8|13|259.92|41|255
NOTE:4|0|260.04|55|255
NOTE:6|9|260.04|48|255
NOTE:8|8|260.04|46|255
NOTE:9|19|260.04|50|255
NOTE:6|9|260.16|48|255
NOTE:9|19|260.16|50|255
NOTE:6|9|260.22|48|255
NOTE:0|1|260.28|62|255
NOTE:1|12|260.28|63|255
NOTE:1|12|260.28|67|255
NOTE:1|2|260.28|60|255
NOTE:2|10|260.28|65|255
NOTE:4|0|260.28|58|255
NOTE:6|9|260.28|48|255
NOTE:8|7|260.28|48|255
NOTE:8|13|260.28|41|255
NOTE:9|19|260.28|50|255
NOTE:6|9|260.34|48|255
NOTE:6|9|260.4|48|255
NOTE:8|8|260.4|46|255
NOTE:9|19|260.4|50|255
NOTE:4|0|260.52|58|255
NOTE:6|9|260.52|48|255
NOTE:6|9|260.64|48|255
NOTE:8|7|260.64|48|255
NOTE:8|13|260.64|41|255
NOTE:9|19|260.64|50|255
NOTE:6|9|260.7|48|255
NOTE:0|1|260.76|65|255
NOTE:4|0|260.76|58|255
NOTE:6|9|260.76|48|255
NOTE:8|8|260.76|46|255
NOTE:9|19|260.76|50|255
NOTE:6|9|260.88|48|255
NOTE:4|0|261|58|255
NOTE:6|9|261|48|255
NOTE:8|7|261|48|255
NOTE:8|13|261|41|255
NOTE:9|19|261|50|255
NOTE:6|9|261.06|48|255
NOTE:6|9|261.12|48|255
NOTE:8|8|261.12|46|255
NOTE:9|19|261.12|50|255
NOTE:0|1|261.24|62|255
NOTE:4|0|261.24|58|255
NOTE:6|9|261.24|48|255
NOTE:6|9|261.36|48|255
NOTE:8|7|261.36|48|255
NOTE:8|13|261.36|41|255
NOTE:9|19|261.36|50|255
NOTE:4|0|261.48|58|255
NOTE:6|9|261.48|48|255
NOTE:8|8|261.48|46|255
NOTE:9|19|261.48|50|255
NOTE:6|9|261.6|48|255
NOTE:4|0|261.72|58|255
NOTE:6|9|261.72|48|255
NOTE:8|7|261.72|48|255
NOTE:8|13|261.72|41|255
NOTE:9|19|261.72|50|255
NOTE:6|9|261.84|48|255
NOTE:8|8|261.84|46|255
NOTE:9|19|261.84|50|255
NOTE:4|0|261.96|58|255
NOTE:6|9|261.96|48|255
NOTE:6|9|262.08|48|255
NOTE:8|7|262.08|48|255
NOTE:8|13|262.08|41|255
NOTE:9|19|262.08|50|255
NOTE:0|1|262.2|67|255
NOTE:1|12|262.2|63|255
NOTE:1|12|262.2|62|255
NOTE:2|10|262.2|63|255
NOTE:4|0|262.2|60|255
NOTE:6|9|262.2|48|255
NOTE:8|7|262.2|48|255
NOTE:8|13|262.2|41|255
NOTE:9|19|262.2|50|255
NOTE:6|9|262.26|48|255
NOTE:6|9|262.32|48|255
NOTE:8|8|262.32|46|255
NOTE:9|19|262.32|50|255
NOTE:4|0|262.44|60|255
NOTE:6|9|262.44|48|255
NOTE:6|9|262.5|48|255
NOTE:6|9|262.56|48|255
NOTE:8|7|262.56|48|255
NOTE:8|13|262.56|41|255
NOTE:9|19|262.56|50|255
NOTE:0|1|262.68|63|255
NOTE:4|0|262.68|60|255
NOTE:6|9|262.68|48|255
NOTE:8|8|262.68|46|255
NOTE:9|19|262.68|50|255
NOTE:6|9|262.8|48|255
NOTE:6|9|262.86|48|255
NOTE:4|0|262.92|60|255
NOTE:6|9|262.92|48|255
NOTE:8|7|262.92|48|255
NOTE:8|13|262.92|41|255
NOTE:9|19|262.92|50|255
NOTE:6|9|263.04|48|255
NOTE:8|8|263.04|46|255
NOTE:6|9|263.1|48|255
NOTE:0|1|263.16|60|255
NOTE:4|0|263.16|60|255
NOTE:6|9|263.16|48|255
NOTE:8|7|263.16|48|255
NOTE:8|13|263.16|41|255
NOTE:9|19|263.16|50|255
NOTE:6|9|263.28|48|255
NOTE:8|8|263.28|46|255
NOTE:8|13|263.28|41|255
NOTE:9|19|263.28|50|255
NOTE:4|0|263.4|60|255
NOTE:6|9|263.4|48|255
NOTE:8|7|263.4|48|255
NOTE:8|13|263.4|41|255
NOTE:9|19|263.4|50|255
NOTE:6|9|263.52|48|255
NOTE:8|7|263.52|48|255
NOTE:8|13|263.52|41|255
NOTE:9|19|263.52|50|255
NOTE:4|0|263.64|60|255
NOTE:6|9|263.64|48|255
NOTE:8|7|263.64|48|255
NOTE:8|13|263.64|41|255
NOTE:9|19|263.64|50|255
NOTE:6|9|263.7|48|255
NOTE:8|7|263.7|48|255
NOTE:8|13|263.7|41|255
NOTE:9|19|263.7|50|255
NOTE:6|9|263.76|48|255
NOTE:8|7|263.76|48|255
NOTE:8|13|263.76|41|255
NOTE:9|19|263.76|50|255
NOTE:6|9|263.82|48|255
NOTE:8|7|263.82|48|255
NOTE:8|13|263.82|41|255
NOTE:9|19|263.82|50|255
NOTE:4|0|263.88|60|255
NOTE:6|9|263.88|48|255
NOTE:8|7|263.88|48|255
NOTE:8|13|263.88|41|255
NOTE:9|19|263.88|50|255
NOTE:6|9|263.94|48|255
NOTE:8|7|263.94|48|255
NOTE:8|13|263.94|41|255
NOTE:9|19|263.94|50|255
NOTE:6|9|264|48|255
NOTE:8|7|264|48|255
NOTE:8|13|264|41|255
NOTE:9|19|264|50|255
NOTE:6|9|264.06|48|255
NOTE:8|7|264.06|48|255
NOTE:8|13|264.06|41|255
NOTE:9|19|264.06|50|255
NOTE:0|1|264.12|62|255
NOTE:4|0|264.12|55|255
NOTE:6|9|264.12|48|255
NOTE:12|31|264.12|48|255
NOTE:0|1|264.6|63|80
NOTE:3|11|264.6|62|255
NOTE:3|11|264.72|86|255
NOTE:0|1|265.08|62|80
NOTE:0|1|266.04|67|255
NOTE:0|1|266.52|63|80
NOTE:0|1|267|62|80
NOTE:0|1|267.96|62|255
NOTE:0|1|268.44|65|80
NOTE:0|1|268.92|62|80
NOTE:0|1|269.88|67|255
NOTE:0|1|270.36|63|80
NOTE:0|1|270.84|60|80
NOTE:0|1|271.8|62|255
NOTE:0|1|272.28|63|80
NOTE:3|11|272.4|82|255
NOTE:0|1|272.76|62|80
NOTE:0|1|273.72|67|255
